,valence,text,,,,,
218,-2,"Transportsikkerhed har desværre været i nyhederne for nylig : Paddington-togulykken i London , den forfærdelige togulykke i Norge , de to flyulykker med EU-borgere og naturkatastrofen med Erika ud for Bretagne - alle inden for de seneste fire måneder - minder os om , at transportsikkerhed aldrig skal tages for givet , og at de personer , der har til opgave at beskytte offentligheden , skal være meget motiverede og højt kvalificerede .",,,,,
219,,"Ordføreren har over for Parlamentet understreget , at Rådet i sin fælles holdning har accepteret seks af Parlamentets 10 ændringsforslag fra førstebehandlingen , og at indholdet af Parlamentets øvrige ændringsforslag er bibeholdt .",,,,,
220,,"Min gruppe vil derfor støtte den fælles holdning og imødese lovbestemmelserne , der vil give os endnu et middel i kampen for at gøre transporten i Den Europæiske Union så sikker som mulig .",,,,,
221,,"Når det drejer sig om sikkerhed , vil min gruppe altid støtte initiativer til forbedring af transportsikkerheden .",,,,,
222,,"Som de seneste begivenheder vidner om , har vi stadig meget arbejde foran os på dette område .",,,,,
223,,"Fru formand , jeg vil gerne fremsætte et par bemærkninger .",,,,,
224,,"Jeg takker for det første ordføreren for hans overordentlig præcise og tekniske arbejde i denne sag og for det andet Kommissionen for det forslag , som den har fremsat .",,,,,
225,,"Det drejer sig om harmonisering af eksamenskrav , men i virkeligheden taler vi også om minimumskrav .",,,,,
226,,Det er på sin vis ærgerligt .,,,,,
227,,"Betydningen af sikkerhed på veje , jernbaner eller indre vandveje er naturligvis meget stor , og i betragtning af denne transports internationale karakter skal uddannelserne til sikkerhedsrådgivere således også harmoniseres , ligesom kravene i f.eks. den kommende , nye ADR-konvention .",,,,,
228,,"Det er vigtigt , men det er håndhævelse også , og der er naturligvis en række grunde til , at vi må lægge særlig vægt på dette .",,,,,
229,,Tænk på trafikulykkerne i de forløbne år .,,,,,
230,,"F.eks. i Belgien , Nederlandene og en række andre lande i tåge , hvor lastbiler med farlige stoffer kørte videre , selvom de på det tidspunkt egentlig burde være standset ude i siden .",,,,,
231,,"Eller fragtførere med skibe fra Østeuropa , som ligger ved siden af fragtførere her , og hvis farlige situationer kun er alt for tydelige .",,,,,
232,,"Desuden har det vist sig , at undersøgelser i havnene i Belgien , Finland , men også i Japan viser , at 50 % af containerne med en delvis farlig last ikke afleveres korrekt .",,,,,
233,,"Kort sagt , det er meget vigtigt .",,,,,
234,,"Når vi ser på situationen for sikkerhedsrådgiverne , så er virksomheder i en række lande fra 1. januar i år forpligtet til at have en sådan sikkerhedsrådgiver ansat .",,,,,
235,,"Det skaber store problemer i øjeblikket med håndhævelsen navnlig i mindre virksomheder , for disse kan ikke betale det .",,,,,
236,,"De vil enten skille sig af med deres last , eller også vil de blande den med anden last , og det skaber en række problemer .",,,,,
237,,"Man anmoder derfor også om en nærmere udformning af disse aktiviteter i form af årsberetninger og virksomhedsanalyser , der eventuelt skal optages i ISO 9002-certifikaterne .",,,,,
238,,"Arbejdet er der , nu mangler vi bare håndhævelsen .",,,,,
239,,Lad mig lige nævne et sidste punkt .,,,,,
240,,"For så vidt angår denne håndhævelse , skal der også indgås ordentlige aftaler med de østeuropæiske lande , for først fra 1. juli 2001 , altså om halvandet år , vil man der tiltræde de traktater , som vedrører dette .",,,,,
241,,Det giver dem en midlertidig konkurrencefordel .,,,,,
242,,"Det er egentlig ikke så slemt , men hvad vi bør gøre er at prioritere navnlig sikkerhedsaspekterne for varer ad landevej , med jernbane og ad indre vandveje og hurtigst muligt optage disse , den del af den gældende fællesskabsret , og forelægge dem for ansøgerlandene .",,,,,
243,,"Fru formand , her i Parlamentet henledes med rette opmærksomheden med jævne mellemrum på betydningen af transportsikkerhed .",,,,,
244,,"De stadig stigende varemængder , som transporteres gennem Europa , medfører bevidst eller ubevidst alle mulige risici for personalet og samfundet .",,,,,
245,,"De , som skal omgås disse risici , bør derfor opfylde store krav .",,,,,
246,,"De normer , som er fastlagt med henblik herpå i et andet direktiv , 95 / 35 / EF , forekommer at være tilstrækkeligt fyldestgørende til at rådgive folk på en forsvarlig måde om udformningen af transporten med farlige stoffer .",,,,,
247,,"Det glæder mig , at der også er enighed med Rådet om minimumsnormer for deres eksamen , selvom jeg hellere ville have haft , at der var fastlagt ensartede , faste normer og dele , således at eksamensbeviser ville være ens på internationalt plan .",,,,,
248,,Dette viser sig imidlertid at være uigennemførligt .,,,,,
249,,"Endelig er det ændringsforslag , som ordføreren stiller , ikke andet end logisk , og det kan jeg derfor helhjertet støtte .",,,,,
250,,"Hr. formand , fru kommissær , kære kolleger , jeg vil først gratulere vores kollega Koch med hans betænkninger , der måske er tekniske betænkninger , men til gengæld af meget stor betydning for sikkerheden .",,,,,
251,,Jeg vil kun komme med få bemærkninger .,,,,,
252,,"Først vil jeg gerne bede kommissæren - og jeg er overbevist om , at mit ønske falder i god jord - om , at man giver spørgsmålet om sikkerhed , hvad enten det er ad vej , ad indre vandveje eller til havs , øget opmærksomhed .",,,,,
253,,"Når jeg ser , at Kommissionens første forslag blev stillet den 19. marts 1998 , og at vi beskæftiger os med det i dag - hvor Parlamentet har reageret forholdsvist hurtigt - så er denne periode lidt for lang .",,,,,
254,,"Det er ikke kun Kommissionens skyld , men jeg mener , at vi er nødt til at reagere hurtigere for også at opnå en harmonisering her .",,,,,
255,,Det andet punkt er allerede blevet nævnt : minimumsstandarderne .,,,,,
256,,"Jeg er principielt af den opfattelse , at vi på mange trafikområder bør tilstræbe øget fleksibilitet og bestemmelser for de enkelte lande .",,,,,
257,,"Hvad angår sikkerheden , er jeg dog lidt skeptisk , fordi sikkerheden i f.eks. Sverige i princippet ikke adskiller sig fra sikkerheden i Tyskland , Italien eller Østrig .",,,,,
258,,,,,,,
259,,"Jeg kan godt leve med disse minimumsstandarder , men jeg anmoder Kommissionen om at følge forholdene virkelig opmærksomt .",,,,,
260,,"Hvis denne type fleksibilitet skulle skabe utilstrækkelige bestemmelser i nogle lande , bør vi foretage en ny harmonisering .",,,,,
261,,Det tredje punkt er også allerede blevet nævnt .,,,,,
262,,"Jeg kommer ligesom vores kollega Rack fra et transitland , hvor dette spørgsmål spiller en særlig rolle .",,,,,
263,,Vi ønsker ikke at forringe konkurrencebetingelserne ensidigt for nogle lande og at forbedre dem for lande som Østrig eller andre transitlande .,,,,,
264,,"Men jeg mener , at vi bør gøre alt for at holde transport af farligt gods på et så lavt niveau som muligt , og det i alle lande , hvad enten der er tale om transitlande eller ej .",,,,,
265,3,"Hr. formand , jeg vil først og fremmest lykønske ordføreren , hr . Koch , med hans fremragende arbejde og med hans positive samarbejde med Kommissionen , hvad angår forbedring af teksterne og fremlæggelse af denne betænkning og dette forslag .",,,,,
266,,,,,,,
267,,Her til sidst er der kun et ændringsforslag vedrørende eksamenskravene for sikkerhedsrådgivere i forbindelse med transport af farligt gods med jernbane eller ad vej eller indre vandveje .,,,,,
268,,"Vi mener , at samarbejdet , de to institutioners - Parlamentets og Rådets - fælles arbejde , er vigtigt , og at det samarbejde , der er med Udvalget om Regionalpolitik , nærmere betegnet med transportgruppen , er glimrende .",,,,,
269,,"Den fælles holdning indeholder praktisk talt alle de ændringsforslag , som Kommissionen har godkendt , den harmoniserer minimumseksamenskravene for sikkerhedsrådgivere , og ved andenbehandlingen kan vi godkende ændringsforslaget vedrørende datoen , som er meget mere realistisk end det , som Kommissionen foreslog til at begynde med , når man tænker på , at vi allerede har diskuteret dette spørgsmål i flere år .",,,,,
270,,"Jeg vil også ganske kort takke for de forskellige medlemmers indlæg og sige til Dem , at Kommissionen prioriterer sikkerhed højt på transportområdet .",,,,,
271,,"Og som hr . Simpson så rigtigt sagde , kan man aldrig tage processen for givet , for gennemført eller for kulmineret .",,,,,
272,,,,,,,
273,,"Processen med at udvide sikkerhedsmargenerne , sikkerhedsgarantierne under transport , er en proces , der skal forbedres dag for dag .",,,,,
274,,"I den forbindelse vil jeg også kort komme ind på problemerne med tunnellerne , som hr . Rack og hr . Swoboda har nævnt , og som uden tvivl for Østrigs vedkommende er et meget følsomt emne , og derfor skal der gøres en indsats for at finde ud af , hvordan deres sikkerhed kan forøges .",,,,,
275,,,,,,,
276,,,,,,,
277,,"Ved en af de store ulykker , der er sket for nylig , var det transporterede gods ikke i sig selv farligt .",,,,,
278,,"Margarinen og nogle kilo maling , som i princippet ikke udgjorde nogen risiko , skabte en sand katastrofe .",,,,,
279,,"Derfor må det undersøges , hvordan de krav , der kan garantere størst mulig sikkerhed , kan forbedres endnu mere .",,,,,
280,,"Endelig vil jeg gerne sige , at vi må se på sikkerheden inden for alle former for transport .",,,,,
281,,"I denne uge skal vi her have en forhandling om sikkerhed ved søtransport på grund af katastrofen med Erika , og i løbet af i år skal vi drøfte målene for sikkerhed inden for lufttransport .",,,,,
282,,"Men jeg vil sige , mine damer og herrer , at sikkerhed er et prioriteret mål for Kommissionen .",,,,,
283,,"Som jeg vil sige under forhandlingen om Erika , venter vi ikke på , at der sker en katastrofe , før vi gør en indsats for sikkerhed , vi arbejder derimod med spørgsmålet hele tiden , og disse omstændigheder viser blot , hvor meget det haster med en effektiv løsning af denne type problemer .",,,,,
284,2,"Jeg vil endnu en gang takke alle , der har deltaget i forhandlingen , og især ordføreren , hr . Koch .",,,,,
285,,,,,,,
286,0,Forhandlingen er afsluttet .,,,,,
287,0,Afstemningen finder sted i morgen kl . 12.00 .,,,,,
288,,,,,,,
289,,"Transport af farligt gods ad vej Næste punkt på dagsordenen er betænkning ( A5-0104 / 1999 ) af Koch for Udvalget om Regionalpolitik , Transport og Turisme om forslag til Europa-Parlamentets og Rådets direktiv om ændring af direktiv 94 / 55 / EF om indbyrdes tilnærmelse af medlemsstaternes lovgivning om transport af farligt gods ad vej ( KOM ( 1999 ) 158 - C5-0004 / 1999 - 1999 / 0083 ( COD ) ) .",,,,,
290,,"Hr. formand , ærede fru kommissær , kære kolleger , det direktiv , der trådte i kraft den 1. januar 1997 , om indbyrdes tilnærmelse af medlemsstaternes lovgivning om transport af farligt gods ad vej indeholder nogle overgangsbestemmelser med midlertidig gyldighed , som er forbundet med afslutningen af CEN ' s ( Den Europæiske Standardiseringsorganisation ) arbejde med at fastlægge bestemte standarder .",,,,,
291,,Forsinkelser i CEN ' s arbejde giver nu problemer ved anvendelse af netop dette direktiv .,,,,,
292,,Især kan bilag ikke tilpasses i overensstemmelse med den tekniske og industrielle udvikling .,,,,,
293,,"Jeg beklager dette , for vi skal være aktive , fordi andre ikke har gjort deres arbejde .",,,,,
294,,"For så vidt accepterer jeg det foreliggende forslag til ændring af direktiv 94 / 55 / EF , som står til diskussion i dag .",,,,,
295,,"Hvis Den Europæiske Union ikke foretog sig noget , skulle medlemsstaterne ændre deres nationale retsforskrifter for en kort periode , nemlig indtil CEN havde afsluttet sit arbejde , hvilket ville afstedkomme unødvendige omkostninger og usikkerhed .",,,,,
296,,"Den ændring af direktivet , som står på dagsordenen i dag , bevirker altså ingen ændring af den harmonisering af transport af farligt gods , som eksisterer i Fællesskabet .",,,,,
297,,"Den forlænger kun overgangsbestemmelserne ved at udskyde aftalte tidspunkter , den annullerer bestemmelser , der ikke længere er aktuelle , og den regulerer procedurerne for a ) ad hoc-transport af farligt gods og b ) udstedelse af mindre strenge nationale bestemmelser , især ved transport af meget små mængder af farligt gods på lokalt stærkt begrænsede områder .",,,,,
298,,"Således er ændringen af direktivet helt i overensstemmelse med nærhedsprincippet , idet medlemsstaterne får flere beføjelser .",,,,,
299,,"Kommissionen afgør , om medlemsstaterne kan udstede deres egne bestemmelser .",,,,,
300,,Den støttes i den forbindelse af et ekspertudvalg om transport af farligt gods efter forskriftsproceduren .,,,,,
301,,"De nærmere vilkår for udøvelsen af de gennemførelsesbeføjelser , der tillægges Kommissionen , blev reguleret på ny ved Rådets beslutning fra juni 1999 .",,,,,
302,,"Det forslag , som står til diskussion i dag , om en ændring af direktivet om transport af farligt gods ad vej stammer imidlertid fra maj 1999 og kunne således ikke tage højde for den aktuelle komitologiprocedure ( forskriftsprocedure ) .",,,,,
303,,"De fremsatte ændringsforslag , som blev godkendt enstemmigt af udvalget , vedrører i to tilfælde netop denne ændrede komitologiprocedure .",,,,,
304,,"Vi ønsker at sikre , at der henvises hertil allerede i betragtningsgrundene , og at den tvetydigt formulerede frist , inden for hvilken Rådet skal træffe en afgørelse , fastsættes til maksimalt tre måneder .",,,,,
305,,"Desuden henvises der til , at det er nødvendigt med en større gennemskuelighed .",,,,,
306,,"Et andet ændringsforslag gør det muligt for medlemsstaterne at formulere strengere krav , især hvad angår vakuumtanke , hvis der fortrinsvis arbejdes eller transporteres ved temperaturer langt under -20ºC .",,,,,
307,,Dette er især i nordeuropæiske regioners interesse .,,,,,
308,,"Et sidste ændringsforslag skal bevirke , at anvendelsen af de tanke og tankbiler , der er taget i brug mellem den 1. januar 1997 og det tidspunkt , hvor dette direktiv træder i kraft , også er tilladt fremover , hvis de er rigtigt konstrueret og vedligeholdt .",,,,,
